algorithm,family,seed,success,reason,completion,illegal_switches,inference_mean_ms
temporal_pursuit,straight,1001,True,success,0.98302495818871,0,22.873614386204014
temporal_pursuit,straight,1002,True,success,0.9849761986898878,0,21.12023083303692
temporal_pursuit,straight,1003,True,success,0.984231417603925,0,17.71437729716996
temporal_pursuit,straight,1004,True,success,0.9828824948273942,0,24.13245502077503
temporal_pursuit,straight,1005,True,success,0.9837586226220738,0,24.43058932554596
temporal_pursuit,bend,1001,True,success,0.9837167551001209,0,17.22100590082467
temporal_pursuit,bend,1002,True,success,0.9825154597679615,0,24.18742553704673
temporal_pursuit,bend,1003,True,success,0.9820251637419145,0,24.197085979845255
temporal_pursuit,bend,1004,True,success,0.9815038534739615,0,15.898462824981575
temporal_pursuit,bend,1005,True,success,0.9829168153189597,0,16.10490892142538
temporal_pursuit,s_curve,1001,True,success,0.9833654497276977,0,23.712887148147228
temporal_pursuit,s_curve,1002,True,success,0.9826105524879489,0,18.621588819109785
temporal_pursuit,s_curve,1003,True,success,0.981992257931814,0,18.481895132781634
temporal_pursuit,s_curve,1004,True,success,0.9808520420547318,0,19.447097595160205
temporal_pursuit,s_curve,1005,True,success,0.9825761802046454,0,23.196904494470317
temporal_pursuit,sharp,1001,True,success,0.9831607081876987,0,20.238600073999365
temporal_pursuit,sharp,1002,True,success,0.9838378304790149,0,15.965039774682081
temporal_pursuit,sharp,1003,True,success,0.983253105291833,0,15.604141605870119
temporal_pursuit,sharp,1004,True,success,0.9827533289235838,0,15.749863671398085
temporal_pursuit,sharp,1005,True,success,0.9825028790778224,0,15.825795351911466
temporal_pursuit,hairpin,1001,True,success,0.9851235695938263,0,15.293340680942144
temporal_pursuit,hairpin,1002,True,success,0.9860755582929626,0,23.593482633845674
temporal_pursuit,hairpin,1003,True,success,0.9850276411044592,0,24.72027875483036
temporal_pursuit,hairpin,1004,True,success,0.9849318700991834,0,15.969518944621086
temporal_pursuit,hairpin,1005,True,success,0.9845695385881592,0,16.300987797202886
temporal_pursuit,parallel,1001,True,success,0.9830201807620039,0,19.915787948786846
temporal_pursuit,parallel,1002,True,success,0.9849770286298726,0,16.43932718352157
temporal_pursuit,parallel,1003,True,success,0.9842274857956946,0,17.02046270805354
temporal_pursuit,parallel,1004,True,success,0.9828730874484813,0,17.074770923634922
temporal_pursuit,parallel,1005,True,success,0.9832792963348714,0,16.8924727056355
temporal_pursuit,close_lines,1001,True,success,0.9829943614728163,0,16.873169513247863
temporal_pursuit,close_lines,1002,True,success,0.9849991954695925,0,16.809319322244765
temporal_pursuit,close_lines,1003,True,success,0.9842184718422635,0,16.542231218764456
temporal_pursuit,close_lines,1004,True,success,0.9829043017384317,0,18.02624421723095
temporal_pursuit,close_lines,1005,True,success,0.9835726505501547,0,16.669660881051474
temporal_pursuit,repeated,1001,True,success,0.9967201789162707,0,24.20257696667455
temporal_pursuit,repeated,1002,True,success,0.9964865133611435,0,16.312277263828687
temporal_pursuit,repeated,1003,True,success,0.9962729824804325,0,17.103462529141368
temporal_pursuit,repeated,1004,True,success,0.996513154929169,0,17.455146411048133
temporal_pursuit,repeated,1005,True,success,0.996332852264648,0,17.01908328285568
temporal_mpc,straight,1001,True,success,0.9831125964283031,0,15.822761166452265
temporal_mpc,straight,1002,True,success,0.9846466888418057,0,18.4595185974744
temporal_mpc,straight,1003,True,success,0.9843974855811882,0,16.258243180854848
temporal_mpc,straight,1004,True,success,0.9828654114301855,0,22.854073108231397
temporal_mpc,straight,1005,True,success,0.9840070152369188,0,24.82271689381394
temporal_mpc,bend,1001,True,success,0.9831516889325616,0,15.76597045199309
temporal_mpc,bend,1002,True,success,0.9821853929684561,0,22.33501856561559
temporal_mpc,bend,1003,True,success,0.9823659809626454,0,16.221434995532036
temporal_mpc,bend,1004,True,success,0.9820724227512901,0,22.741354710330217
temporal_mpc,bend,1005,True,success,0.9817448188557564,0,16.12326489193002
temporal_mpc,s_curve,1001,True,success,0.9841934000669131,0,16.12570915578781
temporal_mpc,s_curve,1002,True,success,0.9831218327185106,0,22.927995996585317
temporal_mpc,s_curve,1003,True,success,0.9821795039517273,0,16.44295347152186
temporal_mpc,s_curve,1004,True,success,0.9817198223093316,0,16.482607987508228
temporal_mpc,s_curve,1005,True,success,0.9814760392943324,0,16.80147294512025
temporal_mpc,sharp,1001,True,success,0.9835507794240902,0,15.66173453114627
temporal_mpc,sharp,1002,True,success,0.9831798120581959,0,17.859422068738336
temporal_mpc,sharp,1003,True,success,0.9823090484207799,0,15.816797285821218
temporal_mpc,sharp,1004,True,success,0.9820052466114385,0,16.598785569470735
temporal_mpc,sharp,1005,True,success,0.9817718634834078,0,15.755710397032821
temporal_mpc,hairpin,1001,True,success,0.9858164197625254,0,22.31798958175821
temporal_mpc,hairpin,1002,True,success,0.984821817906715,0,15.426344802738402
temporal_mpc,hairpin,1003,True,success,0.9854249672725983,0,25.02506293050375
temporal_mpc,hairpin,1004,True,success,0.9853068903420497,0,16.025573095040663
temporal_mpc,hairpin,1005,True,success,0.9841984439656891,0,16.34971071300762
temporal_mpc,parallel,1001,True,success,0.9831085002420221,0,16.897425192631097
temporal_mpc,parallel,1002,True,success,0.9850818215635208,0,16.82865905633333
temporal_mpc,parallel,1003,True,success,0.9844062228060133,0,17.368349830454363
temporal_mpc,parallel,1004,True,success,0.9828807043672223,0,17.57019120670947
temporal_mpc,parallel,1005,True,success,0.9838409127517507,0,26.398520737599867
temporal_mpc,close_lines,1001,True,success,0.9830828429421369,0,16.726017923899956
temporal_mpc,close_lines,1002,True,success,0.9846630368553062,0,20.761587843298912
temporal_mpc,close_lines,1003,True,success,0.9843881245007354,0,16.89066939360025
temporal_mpc,close_lines,1004,True,success,0.9829113806698296,0,16.984822682714388
temporal_mpc,close_lines,1005,True,success,0.9838347757484601,0,17.148838472172354
temporal_mpc,repeated,1001,True,success,0.9965193543660482,0,17.514121512603857
temporal_mpc,repeated,1002,True,success,0.9965728282160394,0,22.724944021950705
temporal_mpc,repeated,1003,True,success,0.9965279333990623,0,18.345869550154813
temporal_mpc,repeated,1004,True,success,0.996298010522303,0,24.834008044891586
temporal_mpc,repeated,1005,True,success,0.9965648111545868,0,25.886266824072255
scanline_pid,straight,1001,True,success,0.9835108037393296,0,25.283177389052703
scanline_pid,straight,1002,True,success,0.9845140464851238,0,25.16464694286254
scanline_pid,straight,1003,True,success,0.9846740750062443,0,17.728962512178853
scanline_pid,straight,1004,True,success,0.9842694722937025,0,18.239091945113127
scanline_pid,straight,1005,True,success,0.9845745918193234,0,21.896139596950036
scanline_pid,bend,1001,True,success,0.9820867637519909,0,20.910453276195277
scanline_pid,bend,1002,True,success,0.9830171313013669,0,18.268916765398625
scanline_pid,bend,1003,True,success,0.981857022640403,0,17.500364108570686
scanline_pid,bend,1004,True,success,0.981777778184102,0,17.664617172791143
scanline_pid,bend,1005,True,success,0.9823903120938658,0,17.482497800410407
scanline_pid,s_curve,1001,True,success,0.9836558195240175,0,17.909727064507635
scanline_pid,s_curve,1002,True,success,0.9824913695857812,0,25.75392701233236
scanline_pid,s_curve,1003,True,success,0.9817544214668994,0,17.61144416944194
scanline_pid,s_curve,1004,True,success,0.9828263330395299,0,17.410754568381122
scanline_pid,s_curve,1005,True,success,0.9830090794381895,0,24.588905414566398
scanline_pid,sharp,1001,True,success,0.9836997541383826,0,20.964331081287895
scanline_pid,sharp,1002,True,success,0.9831887699048358,0,17.59026030654127
scanline_pid,sharp,1003,True,success,0.9819777550320395,0,17.63443692385802
scanline_pid,sharp,1004,True,success,0.9835873703910172,0,21.109831112996474
scanline_pid,sharp,1005,True,success,0.9835130665413079,0,18.294312841752856
scanline_pid,hairpin,1001,False,episode_timeout,0.7211669159305933,0,17.66933990549296
scanline_pid,hairpin,1002,False,episode_timeout,0.709493152039488,0,17.40489426604472
scanline_pid,hairpin,1003,False,episode_timeout,0.6991711110260245,0,22.897957009263337
scanline_pid,hairpin,1004,False,episode_timeout,0.6907975267324472,0,17.910201536025852
scanline_pid,hairpin,1005,False,episode_timeout,0.6939542590907084,0,19.876165510620922
scanline_pid,parallel,1001,False,episode_timeout,0.0,0,19.899141378467903
scanline_pid,parallel,1002,False,episode_timeout,0.0,0,19.09304766356945
scanline_pid,parallel,1003,False,episode_timeout,0.0,0,17.705974606098607
scanline_pid,parallel,1004,False,episode_timeout,0.0,0,20.209362945519388
scanline_pid,parallel,1005,False,episode_timeout,0.0,0,22.155386083293706
scanline_pid,close_lines,1001,True,success,0.9834372415397167,0,17.58036061951004
scanline_pid,close_lines,1002,True,success,0.9846807707919298,0,22.92919504905948
scanline_pid,close_lines,1003,True,success,0.9844617620754448,0,25.383027014598664
scanline_pid,close_lines,1004,True,success,0.984410666098688,0,17.812815176584685
scanline_pid,close_lines,1005,True,success,0.9844074136283383,0,20.34973122787719
