algorithm,family,seed,success,reason,completion,illegal_switches,inference_mean_ms,score_total,collision_count,simulation_time_s
temporal_pursuit,straight,5001,True,success,0.9828388597182169,0,31.896393592845396,92.35,0,16.1
temporal_pursuit,straight,5002,True,success,0.9833738473242827,0,30.578030354914528,89.59,0,16.55
temporal_pursuit,bend,5001,True,success,0.9818281940415686,0,28.93827098521328,88.34,0,15.9
temporal_pursuit,bend,5002,True,success,0.9822312411137191,0,29.65845026759596,88.38,0,15.8
temporal_pursuit,s_curve,5001,True,success,0.9818843415649015,0,31.26467079511122,85.39,0,15.55
temporal_pursuit,s_curve,5002,True,success,0.9830559694396234,0,29.654327549367302,85.94,0,15.950000000000001
temporal_pursuit,sharp,5001,True,success,0.9826456855841985,0,32.930177294089226,88.86,0,16.05
temporal_pursuit,sharp,5002,True,success,0.9839631937880308,0,28.375116262871487,88.94,0,16.25
temporal_pursuit,hairpin,5001,True,success,0.9851723429261673,0,31.452260253605253,88.95,0,18.05
temporal_pursuit,hairpin,5002,True,success,0.9860699376807069,0,30.774964722589022,89.38,0,18.35
temporal_pursuit,parallel,5001,True,success,0.9831606465101798,0,32.67726852655685,92.34,0,16.3
temporal_pursuit,parallel,5002,True,success,0.983285109260756,0,30.095965959065193,89.31,0,16.8
temporal_pursuit,close_lines,5001,True,success,0.9831600458985836,0,31.616367885351547,92.26,0,16.3
temporal_pursuit,close_lines,5002,True,success,0.9833738473242827,0,32.65175475736129,89.59,0,16.55
temporal_pursuit,repeated,5001,True,success,0.9963543585727768,0,31.374057539343696,90.5,0,64.60000000000001
temporal_pursuit,repeated,5002,True,success,0.9967024051519748,0,30.633638969662737,90.67,0,66.05
temporal_mpc,straight,5001,True,success,0.9830080065674002,0,33.828968795375054,93.44,0,16.1
temporal_mpc,straight,5002,True,success,0.9836427206760847,0,34.909251564559305,90.17,0,16.8
temporal_mpc,bend,5001,True,success,0.9819391496754029,0,31.708719827753455,86.17,0,15.8
temporal_mpc,bend,5002,True,success,0.9830281460289897,0,33.22833808109401,89.24,0,15.75
temporal_mpc,s_curve,5001,True,success,0.9821141755095255,0,33.56061461396684,85.52,0,15.450000000000001
temporal_mpc,s_curve,5002,True,success,0.9837009865931546,0,31.908661406193435,87.8,0,15.850000000000001
temporal_mpc,sharp,5001,True,success,0.9823742493819834,0,36.00430522055831,86.7,0,16.0
temporal_mpc,sharp,5002,True,success,0.9827157662767586,0,31.17177761058291,88.76,0,16.05
temporal_mpc,hairpin,5001,True,success,0.9857752954581248,0,33.24829322924273,87.62,0,17.8
temporal_mpc,hairpin,5002,True,success,0.9848953499393795,0,32.192972393510914,89.34,0,18.1
temporal_mpc,parallel,5001,True,success,0.9830090126185808,0,39.22207823300862,92.18,0,16.1
temporal_mpc,parallel,5002,True,success,0.9839287238131166,0,31.813621883958668,90.73,0,16.55
temporal_mpc,close_lines,5001,True,success,0.983027489237739,0,34.929952951529934,94.06,0,16.1
temporal_mpc,close_lines,5002,True,success,0.9836427206760847,0,32.23758671499257,90.17,0,16.8
temporal_mpc,repeated,5001,True,success,0.9964176822248318,0,33.501316039265376,89.28,0,63.550000000000004
temporal_mpc,repeated,5002,True,success,0.9966303258013381,0,32.92169097845345,90.29,0,65.05
